Song Name,Movie Name,Release Year,Music Director,Poet,Singers,Actors
Ishq Na Dekhay Unch Nayech Ko..,Mian Bivi Razi,1982,Kemal Ahmad,?,Naheed Akhtar,
Ishq Na Poochhay Din Dharm..,Basera,1984,M. Ashraf,?,Akhlaq Ahmad,
"Ja Ja Tujh Say Nahin Bolun, Jhoota Pyar Jatao Na..",Sheesh Nagin,1988,Robin Ghosh,Saeed Gilani,Mehnaz,
"Jab Bhi Bhoolna Chaha, Tum Yaad Aye..",Doorian,1984,Robin Ghosh,Saeed Gilani,Mehnaz,
Jab Jab Mujh Ko Yaad Karo Gay..,Ham Dono,1980,M. Ashraf,Masroor Anwar,Mehnaz,
Jab Jab Mujh Ko Yaad Karo Gay..,Ham Dono,1980,M. Ashraf,Masroor Anwar,Mehnaz,
Jab Kabhi Nazar Ayi Mujhay..,Aaj Ka Insan,1984,Mushtaq Ali,?,Mehdi Hassan,
"Jab Say Mila Mujhay Mera Sajan, Honay Lagi Meray Mann Mein Chubban..",Maang Meri Bhar Do,1983,Ameer Sultan Haidar,Mouj Lakhnavi,Naheed Akhtar,
"Jab Tak Hay Meray Dam Mein Dam, Tera Pyar Na Ho Ga Kam..",Son of AnDaata,1987,Kemal Ahmad,?,Naheed Akhtar,
"Jab Tak Yeh Dunya Rahay Gi, Tujhay Pyar Main Karti Rahun Gi..",Chhotay Navab,1980,Nazir Ali,?,Naheed Akhtar,
"Jab Tak Yeh Zamana Rahay Ga, Tera Mera Fasana Rahay Ga..",2 Dil,1981,Master Rafiq Ali,Shevan Rizvi,Mehnaz,
Jab Tum Say Ham Mil Jatay Hayn..,Khoon Aur Pani,1985,Wajahat Attray,?,Mehdi Hassan,
Jahan Tak Hadain Iss Zameen Ki..,Aangan,1982,M. Ashraf,Himayat Ali Shair,A. Nayyar,
Jaisay Jall Bin Machhli Tarpay.. Heye Way Main Kallam Kalli..,Zalzala,1987,Tafu,Taslim Fazli,Naheed Akhtar,
Jan Nahin Hay Aur Koi Pakistan Mein..,Bivi Ho To Aisi,1982,Nisar Bazmi,Masroor Anwar,Mehdi Hassan,
"Jan-e-Jan, Teray Siwa Kuchh Nahin..",Ghairao,1981,Tafu,Khawaja Parvez,Mehdi Hassan,
"Jan-e-Mann, Jeevan Ki Rahon Mein, Manzil Mujhay Mili..",Ham Aur Tum,1985,Robin Ghosh,?,Salma Mumtaz,
"Jan-e-Mann, Shukriya, Is Nazar Kay Liye, Hamsafar Mil Geya..",7 Sahelian,1987,Wajahat Attray,Khawaja Parvez,A. Nayyar,
"Jan-e-Mann, Teri Nasihli Ankhun Ka..",Kamyabi,1984,M. Ashraf,Masroor Anwar,A. Nayyar,
"Jan-e-Mann, Tum Jan Say Pyaray Ho Geye..",Black Warrant,1982,Kemal Ahmad,Taslim Fazli,Mehnaz,
"Jan-e-Mann, Tum To Kho Geye Ho..",Wafa,1981,Khalid Waheed,?,Khalid Waheed,
"Janam Janam Ka Sathi Tu, Waada Hay Waada Hay..",7 Sahelian,1987,Wajahat Attray,Khawaja Parvez,Naheed Akhtar,
Janay Kis Tarah Khushi Milti Hay..,Aaj Ki Raat,1983,Dilshad,?,Mehdi Hassan,
Janay Woh Kahan Ho Ga..,Saima,1980,Nisar Bazmi,?,Mehnaz,
Janey Say Pehley Soch Lo..,Parvana,1985,Wajid Ali Naashad,Saeed Gilani,A. Nayyar,
"Jani O Jani, Tu Jani Mera Yaar, Tu Kithay Tur Chaliyan..",Shaka,1988,Wajahat Attray,?,Noorjahan,
Jany Kyun Log Gham Ka Soug Manatay Hayn..,Pyari,1980,M. Ashraf,Taslim Fazli,A. Nayyar,
"Jatay Ho Kahan, O Meray Sajna, Main Dil Yeh Tum Ko Dun Gi..",Resham,1981,Ghulam Hussain Akram,H.M. Yousuf,Mehnaz,
Jazba-e-Shoaq Luta..,Aaj Ka Insan,1984,Mushtaq Ali,Mahmood Kanwal,Naheed Akhtar,
Jeet Hamari Ho Gi.. Zindagi Ka Har Pal Ik Imtihan Hay..,Gharibon Ka Badshah,1988,M. Ashraf,Masroor Anwar,Saleem Shehzad,
Jeet Hamari Ho Gi.. Zindagi Ka Har Pal Ik Imtihan Hay..,Gharibon Ka Badshah,1988,M. Ashraf,Masroor Anwar,Mehnaz,
Jeet Hamari Ho Gi.. Zindagi Ka Har Pal Ik Imtihan Hay..,Gharibon Ka Badshah,1988,M. Ashraf,Masroor Anwar,Salma Agha,
Jeewan Pyar Ka Pyasa Panchhi..,Dehleez,1983,Kemal Ahmad,Taslim Fazli,Mehdi Hassan,
"Jhukay Jhukay Naino Waly, Chain Mera Lay Geye..",Bandhan,1980,M. Ashraf,Akhtar Yousuf,Mehdi Hassan,
"Jitni Bhi Hay Zindagi, Main Nay Teray Naam Kar Di..",Love in Nepal,1987,Robin Ghosh,Riazur Rehman Saghar,Mehnaz,
"Jo Kuchh Hun, Khuda Ki Qasm.. Main Gharib Hun..",Gharibon Ka Badshah,1988,M. Ashraf,Masroor Anwar,A. Nayyar,
"Jo Main Kahun Ga, Tum Who Hi Karo Gi..",Saima,1980,Nisar Bazmi,?,Akhlaq Ahmad,
"Jo Zamanay Mein Himmat Na Haray, Apni Qismat Khud Sanwaray..",Kamyabi,1984,M. Ashraf,Masroor Anwar,Ghulam Ali,
Ju Pyar Mohabbat Kartey Hayn..,Divanay 2,1985,M. Ashraf,Taslim Fazli,Ghulam Abbas,
Jugni Hay Jugni Kuchh Kehndi Ae..,Aisa Bhi Hota Hay,1984,M. Ashraf,?,Naheed Akhtar,
"Kabhi Ham Mein Tum Bhi Pyar Tha, Tumhen Yaad Ho Keh Na Ho..",Ham Dono,1980,M. Ashraf,Masroor Anwar,Ghulam Abbas,
Kabhi Khaishon Nay Loota..,Meharbani,1982,M. Ashraf,Masroor Anwar,Akhlaq Ahmad,
"Kabhi Tu Bhoolay, Kabhi Main Bhoolun..",Wafa,1981,Khalid Waheed,?,Khalid Waheed,
"Kadi Kadi Milen Meinu, Jandi Main Chora Teinu..",Shaka,1988,Wajahat Attray,?,Noorjahan,
Kahan Hay Tu Meray Sapno Ki Rani..,Lajawab,1981,M. Ashraf,Taslim Fazli,Ghulam Abbas,
Kahan Tak A Falak..,Azeem Qaum Ki Azeem Beti,1981,Yamin Saleem,Shad Sarhadi,Tasawur Khanum,
Kaisa Pyara Khel Hay Yeh Chupna Chupana..,Sangdil,1982,A. Hameed,Saeed Gilani,Ghulam Abbas,
Kaisay Kaisay Roop Badal..,Khandan,1980,Khalil Ahmad,?,Noorjahan,
"Kal Parsun Tun Mera Dil Nein Lagda, Labbay Naa Elaj Koi..",Faqeeria,1987,Wajahat Attray,?,Noorjahan,
"Kali Ghata Chalay, Keh Dharti Dulhan Ban Geyi..",Zamin Aasman,1985,Wajahat Attray,Qateel Shafai,Akhlaq Ahmad,
"Kaliyon Ko Mili Shabnam, Khawabon Ka Khayalon Ka Hay..",Suraj Bhi Tamashai,1980,Lal Mohammad Iqbal,?,Akhlaq Ahmad,
"Karay Jo Bhalai Jagg Mein, Us Ka Bhala Hota Hay.. Haq Moula..",Ham Say Na Takrana,1987,M. Ashraf,?,Masood Rana,
Katen Bin Teray Sanjh Saverayy..,Daaman,1980,M. Ashraf,?,Mehdi Hassan,
Keh Baja Banay Wala Hay..,Saima,1980,Nisar Bazmi,?,Akhlaq Ahmad,
"Keh Mera Dildar Aye Ga, Dil Ko Qarar Aye Ga..",Direct Havaldar,1985,Wajahat Attray,?,Mehnaz,
"Keh Yeh Rut Hay Bari Mastani, Pawwan Sang Chheray Ray Badra..",Bandhan,1980,M. Ashraf,Akhtar Yousuf,Mehnaz,
"Khali Haath Koi Dekhun, Pehna Dun Angoothi..",Hey Yeh Shohar,1980,Kemal Ahmad,?,Mehdi Hassan,
Khawabon Mein Tu Hay Khayalon..,Shabab,1980,M. Ashraf,Qateel Shafai,Mehdi Hassan,
Khil Uthi Bahar Ban Kay Zindagi..,Faisala,1986,M. Ashraf,?,Akhlaq Ahmad,
"Khilonay, Teri Zindagi Kya..",Kundan,1987,Kemal Ahmad,Khawaja Parvez,Akhlaq Ahmad,
Khoye Ho Na Janay Tum Kahan..,Doorian,1984,Robin Ghosh,Saeed Gilani,Nayyara Noor,
"Khud Ko Kar Tayar Muslim, Tu Shahadat Kay Liye..",Azeem Qaum Ki Azeem Beti,1981,Yamin Saleem,?,Munir Hussain & Co.,
Khush Rahay Dunya Mohabbat Say Keh Naashad Rahay..,Bara Aadmi,1981,Nazir Ali,?,Rajab Ali,
Khwab Phir Khwab Hayn..,Naraz,1985,M. Ashraf,Saeed Gilani,Mehdi Hassan,
"Kis Kis Ki Nazar Dekhun, Kis Kis Ki Ada Dekhun..",Yeh Zamana Aur Hay,1981,M. Ashraf,Masroor Anwar,A. Nayyar,
Koi Na Dekhay Ham Ko Sanam..,Chhotay Navab,1980,Nazir Ali,?,Naheed Akhtar,
Kuchh Dair To Ruk Jao Barsat Kay Bahany..,Bara Aadmi,1981,Nazir Ali,?,Noorjahan,
"Kya Tum Ko Sunau Main Apna Haal, Bei Bei..",Kamyabi,1984,M. Ashraf,Masroor Anwar,Naheed Akhtar,
Kya Yahi Pyar Hay..,Thori Si Bewafai,1982,M. Ashraf,Kaleem Usmani,Naheed Akthar,
La Day Ray Mohay Lal Chuniria..,Chhotay Navab,1980,Nazir Ali,?,Mehnaz,
"Lal Chuneriya Orh Kay, Pyar Say Nata..",Meray Apnay,1981,Nisar Bazmi,?,Mehdi Hassan,
Lal Meri Patt Rakhio Bala Jhoolay Lalan..,Black Warrant,1982,Kemal Ahmad,Taslim Fazli,Mehnaz & Co.,
"Larkian, Shehar Mein Phirti Hayn Ghatao Ki Taraha..",Samjhota,1980,Nazir Ali,?,A. Nayyar,
"Le Kay Mera Pyar, Chali Rooth..",Hanstay Aansoo,1980,Lal Mohammad Iqbal,?,Mala,
Lehron Ki Tarha Tujh Ko Bikharnay Nahin Den Gay..,Bazar-e-Husn,1988,M. Ashraf,?,?,
"Loki, Sona Chandi Labhday Neyn, Main Maa Nu Labhda Phirna Waan..",Lali Badshah,1986,Safdar Hussain,Aqeel Rubi,Ghulam Abbas,
"Loota Qarar Meray Dil Ka, Hey Ray Hey Miss Lanka..",Nadani,1983,M. Ashraf,Riazur Rehman Saghar,Akhlaq Ahmad,
Lyrics unknown..,Tangay Vali,1981,M. Ashraf,?,Akhlaq Ahmad,
Lyrics unknown..,Jan-e-Mann,1982,M. Ashraf,?,Ahmad Rushdi,
Lyrics unknown..,Tina,1983,M. Ashraf,?,Akhlaq Ahmad,
Lyrics unknown..,Yeh Zamana Aur Hay,1981,M. Ashraf,Masroor Anwar,Naheed Akhtar,
Lyrics unknown..,Siasat,1986,Lal Mohammad Iqbal,?,Mujeeb Alam,
Lyrics unknown..,Insaf Ka Tarazoo,1983,S. Sunny,?,Akhlaq Ahmad,
Lyrics unknown..,Ek Say Barh Kar Ek,1987,Amjad Bobby,?,Akhlaq Ahmad,
Lyrics unknown..,Lajawab,1981,M. Ashraf,Taslim Fazli,Naheed Akhtar,
Lyrics unknown..,Saima,1980,Nisar Bazmi,?,A. Nayyar,
Lyrics unknown..,Bobby,1984,Amjad Bobby,?,Benjamin Sisters,
Lyrics unknown..,Miss Bangkok,1986,M. Ashraf,?,?,
Lyrics unknown..,Himmat Vala,1987,M. Ashraf,?,Akhlaq Ahmad,
Lyrics unknown..,Aman Ki Gaud,1988,Kemal Ahmad,?,Akhlaq Ahmad,
Lyrics unknown..,Farzana,1980,Nazir Ali,?,Ahmad Rushdi,
Lyrics unknown..,Naseebon Vali,1984,M. Ashraf,?,?,
Maa Aulad Ka Saya Ban Kar Sari Umar Guzaray..,Lava,1987,Wajahat Attray,Khawaja Parvez,Masood Rana,
Maghrib Ki Dhun Peh Nachay Ga Aaj Mashriq..,Mashriq Maghrib,1985,Sabir Ali,Shujaa Aqeel,?,
"Main Aaj Sajjan Kay Sang Khari, Kuchh Poochun Dil Deevanay Say..",Ham Say Na Takrana,1987,M. Ashraf,?,Humaira Channa,
Main Gabhru Punjab Da Tay Soola Mera Naa..,Mashriq Maghrib,1985,Sabir Ali,Shujaa Aqeel,Masood Rana,
Main Kis Sabaq Ko Parhun..,Saima,1980,Nisar Bazmi,?,Mehdi Hassan,
Main Kon Hun Mujhay..,Gunman,1981,Tafu,?,Noorjahan,
Main Na Bhulaoon Gi Waade (1)..,Parvana,1985,Wajid Ali Naashad,Saeed Gilani,Mehdi Hassan,
Main Na Bhulaoon Gi Waade (2)..,Parvana,1985,Wajid Ali Naashad,Saeed Gilani,Mehdi Hassan,
"Main Nay Tujhay, Tu Nay Mujhay, Kabhi Nahin Dekha Tha..",Benazir Qurbani,1985,Amjad Bobby,Qateel Shafai,A. Nayyar,
Main Raqs Teray Sung Karti..,Hisab,1986,Sohail Rana,?,Nayyara Noor,
Main Sham-e-Mohabbat Ki Khamosh Tamanna Hun..,Maang Meri Bhar Do,1983,Ameer Sultan Haidar,Mouj Lakhnavi,Mehnaz,
Main Shola Hun Tu Shabnam Hay..,Kiran Aur Kali,1981,Robin Ghosh,?,Nayyara Noora,
Main Sochta Hun Keh Kitni Bari..,Mahal Meray Sapno Ka,1980,M. Ashraf,Taslim Fazli,Mehdi Hassan,
"Main Teri Aan, Tu Mera En, Jinnu Shak Howay Ohda Khakh Na Raway..",Faqeeria,1987,Wajahat Attray,?,Noorjahan,
Main To Pehlay Hi Dunya Mein Badnam Hun..,Gumnam,1983,M. Ashraf,Masroor Anwar,Naheed Akhtar,
"Mann Ki Sada Tu Sun Lay Mann Ki Sada, Laaj Meri Rakh Lay Dev Mala..",Sheesh Nagin,1988,Robin Ghosh,Saeed Gilani,Mehnaz & Co.,
Manzil Na Mili Thak Gei Zindagi..,Mohabbat Aur Majboori,1981,Kemal Ahmad,?,Mehdi Hassan,
Mashwara Mufat Hay..,Aas Paas,1982,Nisar Bazmi,Saeed Gilani,Naheed Akhtar,
"Mast Malang Cha Keeta E, Dhahda Dil Tang Cha Keeta E..",Direct Havaldar,1985,Wajahat Attray,?,Noorjahan,
Mayus Kabhi Hot Nahin Jis Ko..,Gunman,1981,Tafu,?,Mehdi Hassan,
"Mehfil Saji Hay Pyar Ki, Deevana Chahiye..",Maang Meri Bhar Do,1983,Ameer Sultan Haidar,Mouj Lakhnavi,Mehnaz,
Mera Piyar Bhi Tu Zindagi Bhi Tu..,Kabhi Alwida Na Kehna,1983,Amjad Bobby,?,Noorjahan,
Mera Tujh Say Aisa Bandhan Hay..,Qurbani,1981,M. Ashraf,Masroor Anwar,Mehnaz,
Mera Tujh Say Aisa Bandhan Hay..,Qurbani,1981,M. Ashraf,Masroor Anwar,Ghulam Abbas,
"Meray Jeevan Mein Aana, Phir Nahin Jana..",Wafa,1981,Khalid Waheed,?,Khalid Waheed,
Meray Lab Peh Hansi Deikhtay Hayn Sabhi..,Zalzala,1987,Tafu,Khawaja Parvez,Naheed Akhtar,
Meray Mehboob..,Watan,1981,A. Hameed,Qateel Shafai,Ghulam Abbas,
Meray Sapno Ki Rani Hay Tu..,Teray Bina Kya Jeena,1982,Kemal Ahmad,?,Mehdi Hassan,
"Meray Sathi, Yunhi Mujh Par..",Dil Ek Khilona,1981,Nisar Bazmi,Taslim Fazli,Nayyara Noor,
"Meri Behna, Rahen Sang Sang..",Talash,1986,M. Ashraf,Khawaja Parvez,A. Nayyar,
"Meri Dunya Sajai Teray Pyar Nay, Meinu Har Shay Bhulai Teray..",Faqeeria,1987,Wajahat Attray,?,Noorjahan,
Meri Ik Ik.. Logo Ho Jao Hoshiar Keh Noori Aa Geyi Gaun Mein..,Gumnam,1983,M. Ashraf,Masroor Anwar,Naheed Akhtar,
Meri Maa Gham Na Kar..,Khubsoorat,1982,M. Ashraf,?,Akhlaq Ahmad,
Meri Rani Bari Sohni Hay..,Jali Visa,1983,Khalil Ahmad,?,Akhlaq Ahmad,
"Meri Talash, Meri Nazron Say Door Hay.. Kanchi Mera Pyar..",7 Sahelian,1987,Wajahat Attray,Khawaja Parvez,A. Nayyar,
"Meri Wafa, Meray Waaday Peh Eitbar Karo, Millan Qareeb Hay Thora..",BeQarar,1986,M. Ashraf,?,Anwar Rafi,
"Mien Chor, Tu Chor, Choron Ka Hay Yeh Jahan..",Choron Ki Barat,1987,Wajahat Attray,Habib Jalib,A. Nayyar & Co.,
"Mil Geyi Pyar Ko Zindgani, Dil Diya Aap Nay Mehrbani..",Chhotay Navab,1980,Nazir Ali,?,A. Nayyar,
"Mohabbat Ek Shola Hay, Jissay Shabnam Bhi Kehtay Hayn..",Benazir Qurbani,1985,Amjad Bobby,Qateel Shafai,Naheed Akhtar & Co.,
Mousam Suahan Mousam..,Mian Bivi Razi,1982,Kemal Ahmad,?,A. Nayyar,
"Mujh Ko Kuchh Patta Nahin, Iman Say, Honay Wali Cheez Ho Geyi..",Gumnam,1983,M. Ashraf,Masroor Anwar,Naheed Akhtar,
Mujh Ko Teri Wafa Ka Yaqeen..,Aangan,1982,M. Ashraf,Qateel Shafai,A. Nayyar,
Mujhay Apni Bahno Ka..,Azeem Qaum Ki Azeem Beti,1981,Yamin Saleem,Shad Sarhadi,Shazia,
Mujhay Manzoor Nahin Yeh..,Suraj Bhi Tamashai,1980,Lal Mohammad Iqbal,?,Mehnaz,
"Mujhay Tum Say, Sirf Tum Say Mohabbat Hay..",Saima,1980,Nisar Bazmi,?,Mehnaz,
"Mulaqat, Gall Baat, Din Raat, 3 Khas Nishanian Pyar DiaN..",Faqeeria,1987,Wajahat Attray,?,Noorjahan & Co.,
Mushkil Kushai Hay Teri Bemisaal Moula..,Manila Ki Bijlian,1987,?,?,Munir Hussain,
"Na Na Na, Sona Na, Khawabon Ki Dunya Mein Khona Na..",Benazir Qurbani,1985,Amjad Bobby,Qateel Shafai,A. Nayyar,
"Nach Ray Meray Yaar, Chhammachham Nachay Ja..",Rogi,1989,Zulfiqar Ali,?,Masood Rana,
Nahin Chhorna Main Tera Sath..,Black Warrant,1982,Kemal Ahmad,Taslim Fazli,Shoukat Ali,
"Nahin Jeena Ray Sajna, Teray Bina, Lay Lay Ga Jan Meri Yeh Tera Pyar..",Love in Nepal,1987,Robin Ghosh,Riazur Rehman Saghar,Mehnaz,
Nainan Re Nainan Tum Say Bura Na Koi Re..,Meray Apnay,1981,Nisar Bazmi,?,Noorjahan,
Nazron Ko Aur Koi Na Jalwa Dikhai Day..,Wafa,1981,Khalid Waheed,?,Noorjahan,
Neeli Neeli Ankhon Mein Na Janay Kya Hay..,Ham Aur Tum,1985,Robin Ghosh,?,Akhlaq Ahmad,
"O Ajnabi, Yeh Rastay, Bikhri Khamoshian..",Ham Aur Tum,1985,Robin Ghosh,?,A. Nayyar,
O Des Say Anay Waly..,Watan,1981,A. Hameed,Qateel Shafai,Noorjahan,
"O Kancha, Mujhay Tujh Say Ho Geya Pyar, Jis Din Tujh Say Baat Na Ho..",Love in Nepal,1987,Robin Ghosh,Riazur Rehman Saghar,Mehnaz,
O Main Yaar Gharibon Ka..,Aab-e-Hayyat,1982,Wajahat Attray,?,Masood Rana,
O Meloo Na Jana Mujhsay Doores..,Thori Si Bewafai,1982,M. Ashraf,Kaleem Usmani,A. Nayyar,
"O Sajna, Aaj To Gulabi Mera Rang Ho Geya..",Pasban,1982,Nazir Ali,?,Mehnaz,
"O Salma, Meri Tujh Say Ek Guzarish Hay..",Teray Ghar Kay Samnay,1984,M. Ashraf,Riazur Rehman Saghar,Anwar Rafi,
O Sathi Ray Pyar Karien Gayy..,Divanay 2,1985,M. Ashraf,Khawaja Parvez,Mehnaz,
"Paisay Ki Yeh Dunya Hay, Pyaray..",Choron Ki Barat,1987,Wajahat Attray,Habib Jalib,Nadeem,
Pardah Chehray Say Hata Do..,Khubsoorat,1982,M. Ashraf,Masroor Anwar,Mehdi Hassan,
"Pardsi Aa Way, Dil Lay Kay Na Mukri Mera..",Shaka,1988,Wajahat Attray,?,Noorjahan,
Pathar Jaisa Ik Albela.. Maja Ib Jeenay Ka Aye Ga..,Samjhota,1980,Nazir Ali,?,Tasawur Khanum,
"Pehla Allah, Dooja Mohammad..",Masti Khan,1987,Sattar Hussain,?,Mehdi Hassan,
Phikki Pay Geyi Chann Tareyan Di Lo..,Sangsar,1982,A. Hameed,Waris Ludhyanvi,Noorjahan,
Phir Bhi Tum Na Aye..,Dil Ek Khilona,1981,Nisar Bazmi,Taslim Fazli,Noorjahan,
"Pinjra Tora, Nikla Panchi, Na Koi Sangi, Na Koi Sathi..",Disco Deevaney,1988,A. Hameed,?,Munir Hussain,
Piyar Kyun Na Karon Main Tujhay Saajna..,Khubsoorat,1982,M. Ashraf,Masroor Anwar,Mehnaz,
Poochh Lo Jab Chaho Bhi..,Saima,1980,Nisar Bazmi,Shevan Rizvi,Mehnaz,
Poochh Lo Jab Chaho Bhi..,Bivi Ho To Aisi,1982,Nisar Bazmi,?,Mehnaz,
"Pyar Ka Bandhan Tootay Na Kabhi, Sath Hamara Chhotay Na Kabhi..",Bandhan,1980,M. Ashraf,Akhtar Yousuf,Naheed Akthar,
Pyar Karna Meri Jan Sikhaun Ga..,Zamin Aasman,1985,Wajahat Attray,Qateel Shafai,Akhlaq Ahmad,
"Pyar Karna To Mushkil Nahin Hay Magar, Pyar Kar Kay Nibhana..",2 Dil,1981,Master Rafiq Ali,Shevan Rizvi,??,
Pyar Kay Liye Main Hun..,Divani Disco Di,1989,Nazir Ali,Khawaja Parvez,A. Nayyar,
"Pyar Kay Rang Say Dunya Ko Sajao, Yaaro..",Meri Aavaz,1987,Safdar Hussain,Saeed Gilani,Masood Rana,
"Pyar Kay Wastay, Banay Hayn Rastay, Ik Din Thokar Kha Jata Hay..",7 Sahelian,1987,Wajahat Attray,Khawaja Parvez,A. Nayyar,
"Pyar Ki Qasmen, Pyar Ki Rasmen..",Zara Si Baat,1982,M. Arshad,?,Mehdi Hassan,
"Pyar Koi Mousam Nahin Meray Sathi, Pal Mein Jo Rang Badal Jaye..",Sheesh Nagin,1988,Robin Ghosh,Saeed Gilani,Mehnaz,
Pyar Tha Apna Kacha..,Aaj Ka Insan,1984,Mushtaq Ali,Mahmood Kanwal,Noorjahan,
"Pyaray Bachho, Tum Hi Apnay Days..",Saharay,1982,Niaz Ahmad,?,Mehdi Hassan,
"Pyari Banno, Mehndi Lawan Day..",Teray Bina Kya Jeena,1982,Kemal Ahmad,?,Mehnaz,
Qasm Hay Shaheedon Kay Rangeen Lahu Ki..,Pasban,1982,Nazir Ali,?,Shoukat Ali,
Raat Hay Muradon Wali..,Haseena Maan Jaye Gi,1980,Tasadduq Hussain,Kaleem Usmani,Tasawur Khanum,
"Raat Sunsan Hay, Rah Veeran Hay..",Laggan,1981,Nazir Ali,?,Mehdi Hassan,
Raqs-e-Bismil Dekh..,Watan,1981,A. Hameed,Khawaja Parvez,Naheed Akhtar,
Rishta Pyar Ka Na Toote Chahe Ham Say Dunya Roothay..,Lazawal,1984,Amjad Bobby,Masroor Anwar,Akhlaq Ahmad,
"Rishta Pyar Ka, Ham Dono Mein Hay Kab Say..",Benazir Qurbani,1985,Amjad Bobby,Qateel Shafai,Mehnaz,
Rona Nahi Zindagi Key Kisi Mor Par..,Badla,1987,Amjad Bobby,Qateel Shafai,A. Nayyar,
"Roshni A Roshni, Jitni Teri Kirnen Hayn, Utnay Hi Roop..",Suraj Bhi Tamashai,1980,Lal Mohammad Iqbal,M. Ziaur Rashed,Irene Parveen,
"Roshni Banu Gi, Manzlon Ko Jagmagaun Gi..",Pasban,1982,Nazir Ali,?,Naheed Akhtar,
"Rukki Rukki Sanson Mein, Keh Gey Tu, I Love You..",I Love You,1982,M. Ashraf,?,Naheed Akhtar,
"Rut Aye, Rut Jaye Ray, Piya Meray Kyun Na Aye Ray..",Aahat,1982,Robin Ghosh,Saeed Gilani,Nayyara Noor,
Rut Badle Chahe Mousam..,Naseeb,1982,Kemal Ahmad,?,Noorjahan,
Sab Kamron Mein Band Hayn..,Zamir,1980,Nashad,Taslim Fazli,Ahmad Rushdi,
"Sab Ko Pyari, Sab Ko Aziz Hui..",Laggan,1981,Nazir Ali,Taslim Fazli,Masood Rana,
Sacha Tera Naam..,Bivi Ho To Aisi,1982,Nisar Bazmi,Masroor Anwar,Mehnaz,
Sajj Gei Dulhan..,Meray Apnay,1981,Nisar Bazmi,?,Mehdi Hassan,
"Samaa, Woh Khawab Sa Samaa..",Nahin Abhi Nahin,1980,Robin Ghosh,Suroor Barabankvi,Akhlaq Ahmad,
Sanse Bhe Loon Tu Meray..,Meri Adalat,1988,Amjad Bobby,Masroor Anwar,Ghulam Abbas,
"Sapna, Dekha Tha Chhota Sa Sapna..",Doorian,1984,Robin Ghosh,Saeed Gilani,Akhlaq Ahmad,
"Sapnay O Sapnay, Tu Darshan, Pyas Bhuja..",Suraj Bhi Tamashai,1980,Lal Mohammad Iqbal,?,Mehnaz,
"Saray Shehar Say Ja Kay Keh Do, Dil Na Lagaye Koi..",Suraj Bhi Tamashai,1980,Lal Mohammad Iqbal,?,Ahmad Rushdi,
"Sawan, Sawan, Sawan, Ranglay Nazaray, Ud jawan Na Kidray ..",Shaka,1988,Wajahat Attray,?,Noorjahan & Co.,
Shabab Larkhara Geya.. Tum Meray Qareeb Ho..,Samjhota,1980,Nazir Ali,?,Naheed Akhtar,
Shadi To Karni Hay..,Haseena Maan Jaye Gi,1980,Tasadduq Hussain,Kaleem Usmani,Ahmad Rushdi,
"Sham-e-Alam Dhali To Chali Dard Ki Hawa (bol)
..",Reshmi Rumal,1984,Wajahat Attray,?,Masood Rana,
Sheeshay Ka Ik Jam Utha..,Bandhan,1980,M. Ashraf,Akhtar Yousuf,Naheed Akhtar,
"Shehri Babu Say Karke Shadi, Main Dekho..",Mian Bivi Razi,1982,Kemal Ahmad,?,Naheed Akhtar,
Shikwa Hay Tujh Say Na Gila Hay..,Aazmaish,1980,Nashad,?,Mehdi Hassan,
"Sona Na Chandi, Na Koi Mahal, Jan-e-Mann..",Bandish,1980,Robin Ghosh,Saeed Gilani,Akhlaq Ahmad,
"Soona Tha Jeevan, Tu Nay Bakhera Rang Pyar Ka..",Mian Bivi Razi,1982,Kemal Ahmad,?,Naheed Akhtar,
"Sun Ri Pawwan, Array Sun Ri Ghata, Kya Din Ye Suhanay Aaye Ray..",Zamir,1980,Nashad,Taslim Fazli,Imran Ali Nashad,
Suraj Nikaltay Din Ho Jaye..,Aaj Ka Insan,1984,Mushtaq Ali,Mahmood Kanwal,Mehdi Hassan,
"Tanhayon Mein Dhal Jayen Gay, Meray Din Raat..",Bandhan,1980,M. Ashraf,Akhtar Yousuf,A. Nayyar & Co.,
"Tera Mera Nata Bilkul Aisa Hay, Is Dil Ka Dharkan Say..",Barood,1984,Kemal Ahmad,?,Mehnaz,
Tera Mera Saath Rahe..,Badaltay Mousam,1980,M. Ashraf,Taslim Fazli,Mehdi Hassan,
Teray Bin Ik Pal Raha..,Khubsoorat,1982,M. Ashraf,Masroor Anwar,Mehdi Hasan,
"Teray Bina Dunya Kuchh Bhi Na, Yara..",Wafa,1981,Khalid Waheed,?,Khalid Waheed,
Teray Bina Jee Sakein Gay Na Ham..,Meharbani,1982,M. Ashraf,Masroor Anwar,Akhlaq Ahmad,
Teray Bina Mera Dil Nahin Lagta..,Qatil Ki Talash,1986,Wajahat Attray,?,Naheed Akhtar,
Teray Jalwon Ki Dhup Chhaon Mein..,Hero,1985,M. Ashraf,Taslim Fazli,Mehdi Hassan,
Teray Naam Dil Ka Yeh Pegham..,Meray Apnay,1981,Nisar Bazmi,?,Mehdi Hassan,
Teray Pyar Nay Sunwara..,Khush Naseeb,1984,Nisar Bazmi,Masroor Anwar,Naheed Akhtar,
